ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
SONATSOFTW [ENTERPRISE-Dryup] nf=69 down_streak=0 vol=0.2x sret=+1.2% rsi=59 distSMA200=-27% distHigh60=-14% atr=7.6% | close10d[421,422,385,397,393,366,397,400,393,398] vol5d[0.6x,0.5x,0.5x,0.3x,0.2x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_high_10<=-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:atr_20_pct>2.44 & dist_sma_200<=-21.3 & weekly_close_vs_sma20<=0.12
SUNDARMFIN [ENTERPRISE-Dryup] nf=19 down_streak=1 vol=0.6x sret=-2.5% rsi=42 distSMA200=+10% distHigh60=-6% atr=4.0% | close10d[5199,5100,5115,5268,4986,5007,5078,5001,5211,5080] vol5d[0.9x,0.4x,0.5x,0.7x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_25pc_30d:atr_20_pct>3.62 & weekly_close_loc>0.22 & weekly_range_pct>5.03 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.87 & dist_high_252>-20.17 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35
MFSL [GOLD-baseline] nf=18 down_streak=0 vol=1.2x sret=+1.5% rsi=74 distSMA200=+19% distHigh60=-0% atr=2.3% | close10d[1303,1283,1269,1290,1271,1268,1293,1290,1338,1358] vol5d[0.5x,0.5x,0.7x,2.4x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:dist_high_60>-24.04 & dist_sma_200>6.42 & weekly_close_loc>0.51 & weekly_range_pct>5.97 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76
SYNGENE [ENTERPRISE-Dryup] nf=22 down_streak=1 vol=0.2x sret=-0.4% rsi=44 distSMA200=-21% distHigh60=-16% atr=3.2% | close10d[628,629,619,621,611,614,626,629,641,638] vol5d[0.5x,0.5x,0.5x,0.4x,0.2x] | patterns: hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41
TARIL [ENTERPRISE-Dryup] nf=34 down_streak=2 vol=0.7x sret=-2.1% rsi=37 distSMA200=+12% distHigh60=-16% atr=5.3% | close10d[496,507,483,492,482,478,502,511,509,498] vol5d[0.4x,0.1x,0.8x,0.4x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_25pc_30d:atr_20_pct>4.48 & atr_5_vs_20>0.56 & dist_sma_200<=63.95 & rs_sector_60d<=0.72 | hit_25pc_30d:atr_20_pct>4.54 & dist_sma_200<=77.18 & roc_60<=37.87 & weekly_range_pct<=19.91 | hit_25pc_30d:atr_20_pct>4.1 & roc_60>-3.72 | hit_10pc_20d:dist_high_10>-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84
TATACOMM [ENTERPRISE-Dryup] nf=14 down_streak=0 vol=0.8x sret=+0.7% rsi=51 distSMA200=-7% distHigh60=-2% atr=3.1% | close10d[1559,1591,1546,1544,1508,1516,1567,1565,1604,1615] vol5d[0.4x,0.4x,0.7x,1.0x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44
TATAELXSI [ENTERPRISE-Dryup] nf=46 down_streak=0 vol=0.5x sret=+1.3% rsi=59 distSMA200=-6% distHigh60=-1% atr=3.5% | close10d[5821,5817,5700,5758,5712,5738,6100,5986,6100,6180] vol5d[0.6x,0.9x,0.4x,0.8x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d>12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06
SONACOMS [ENTERPRISE-Dryup] nf=41 down_streak=0 vol=0.3x sret=+1.1% rsi=69 distSMA200=-11% distHigh60=-0% atr=3.6% | close10d[497,509,502,511,508,500,520,508,528,534] vol5d[0.4x,0.3x,0.3x,0.9x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
SWANCORP [GOLD] nf=90 down_streak=0 vol=1.2x sret=+1.1% rsi=51 distSMA200=-22% distHigh60=-12% atr=4.5% | close10d[411,419,397,403,398,391,420,437,434,438] vol5d[0.6x,1.1x,1.1x,0.6x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
RAMCOCEM [ENTERPRISE-Dryup] nf=16 down_streak=0 vol=0.8x sret=+0.8% rsi=56 distSMA200=+12% distHigh60=-1% atr=2.4% | close10d[942,947,950,949,951,939,952,976,994,1003] vol5d[0.3x,6.3x,0.7x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:dist_high_60>-24.04 & dist_sma_200>6.42 & weekly_close_loc>0.51 & weekly_range_pct>5.97 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76
THERMAX [GOLD] nf=65 down_streak=0 vol=1.2x sret=+0.7% rsi=37 distSMA200=-18% distHigh60=-13% atr=3.7% | close10d[3241,3250,3219,3243,3156,3239,3299,3321,3405,3430] vol5d[0.6x,2.3x,1.5x,3.2x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71
SPLPETRO [ENTERPRISE-Dryup] nf=21 down_streak=1 vol=0.2x sret=-1.5% rsi=69 distSMA200=-3% distHigh60=-4% atr=3.9% | close10d[648,652,653,655,655,703,691,686,709,698] vol5d[2.6x,1.2x,0.2x,0.5x,0.2x] | patterns: hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76 | hit_10pc_20d:dist_high_10>-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_10pc_20d:dist_high_120>-15.83 & rs_market_20d>-5.4 & weekly_close_loc>0.36 & weekly_range_pct>5.57 | hit_25pc_30d:atr_20_pct>3.62 & weekly_close_loc>0.22 & weekly_range_pct>5.03 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56
TIINDIA [ENTERPRISE-Dryup] nf=15 down_streak=1 vol=0.8x sret=-4.2% rsi=62 distSMA200=-17% distHigh60=-5% atr=3.6% | close10d[2908,2992,2912,2955,2882,2860,2962,2994,3039,2910] vol5d[0.9x,0.3x,0.6x,0.5x,0.8x] | patterns: hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_25pc_30d:dist_high_120<=-11.56 & dist_high_252<=-38.3 & rs_sector_60d<=-4.73 | hit_10pc_20d:dist_high_252<=-39.34 & dist_sma_200>-21.1 & weekly_close_loc<=0.8 | hit_10pc_20d:n_sub_2_5_range_7d<=0.5 & roc_5>-6.67 & weekly_close_vs_sma20<=3.06 & weekly_range_pct<=9.66
TIMKEN [ENTERPRISE-Dryup] nf=51 down_streak=0 vol=0.3x sret=+1.8% rsi=72 distSMA200=-7% distHigh60=-0% atr=3.8% | close10d[2728,2645,2637,2704,2781,2791,2849,2853,2909,2962] vol5d[0.8x,0.4x,0.3x,0.4x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
TTML [GOLD] nf=65 down_streak=0 vol=0.8x sret=+1.1% rsi=45 distSMA200=-21% distHigh60=-15% atr=3.5% | close10d[56,58,56,56,55,54,57,58,59,59] vol5d[0.9x,0.9x,0.7x,1.5x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
UNIONBANK [GOLD-baseline] nf=29 down_streak=1 vol=0.9x sret=-2.0% rsi=54 distSMA200=+11% distHigh60=-2% atr=3.5% | close10d[122,122,114,115,112,119,124,126,131,128] vol5d[4.4x,1.3x,1.7x,1.5x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_10pc_20d:dist_high_60>-24.04 & dist_sma_200>6.42 & weekly_close_loc>0.51 & weekly_range_pct>5.97
UNOMINDA [GOLD] nf=51 down_streak=0 vol=0.7x sret=+1.0% rsi=74 distSMA200=+0% distHigh60=-4% atr=3.5% | close10d[877,912,909,928,923,912,959,954,985,995] vol5d[0.4x,0.7x,0.6x,1.3x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06
USHAMART [ENTERPRISE-Dryup] nf=29 down_streak=0 vol=0.7x sret=+0.0% rsi=54 distSMA200=-11% distHigh60=-11% atr=3.5% | close10d[303,299,299,306,306,296,310,308,312,312] vol5d[0.6x,0.9x,1.0x,0.6x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42
VBL [GOLD-baseline] nf=10 down_streak=1 vol=1.2x sret=-0.7% rsi=40 distSMA200=-12% distHigh60=-11% atr=3.6% | close10d[524,539,514,512,489,496,514,509,510,507] vol5d[1.6x,0.6x,0.7x,1.0x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_15pc_20d:atr_20_pct>3.6 & rs_market_60d<=-12.0 & rs_market_60d>-27.05 & weekly_close_loc<=0.68 | hit_10pc_20d:atr_20_pct>3.58 & rs_sector_60d<=-2.09 & weekly_close_loc<=0.71 | hit_15pc_20d:atr_20_pct>3.58 & rs_market_60d<=-0.55 & weekly_close_loc<=0.71 | hit_15pc_20d:atr_20_pct>3.63 & dist_high_252<=-24.73 & slope_sma_50>-0.07 & weekly_close_vs_sma20<=13.81
VIJAYA [GOLD-baseline] nf=66 down_streak=6 vol=1.3x sret=-4.3% rsi=12 distSMA200=-11% distHigh60=-24% atr=5.5% | close10d[997,1018,1000,1006,1000,993,990,970,931,891] vol5d[0.1x,0.5x,1.0x,1.0x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>4.48 & roc_60<=-7.88 & rs_sector_60d<=-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_sma_200<=6.42 & weekly_range_pct>16.33 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20<=1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:dist_high_252<=-27.48 & rsi_14<=37.51 & weekly_close_vs_sma20<=0.26 & weekly_range_pct>8.5 | hit_15pc_20d:atr_20_pct>3.6 & rs_market_60d<=-27.05 & weekly_close_loc<=0.68
VTL [ENTERPRISE-Dryup] nf=20 down_streak=0 vol=0.5x sret=+1.1% rsi=47 distSMA200=+3% distHigh60=-5% atr=3.8% | close10d[465,464,451,473,473,481,482,477,477,482] vol5d[1.0x,0.6x,0.5x,0.4x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35 | hit_10pc_20d:atr_20_pct>3.63 & dist_sma_50>-1.72 & rs_market_20d<=3.19 & rs_sector_60d>-16.21
TATATECH [ENTERPRISE-Dryup] nf=32 down_streak=0 vol=0.6x sret=+1.9% rsi=51 distSMA200=-18% distHigh60=-6% atr=3.2% | close10d[647,666,649,658,655,666,701,704,706,720] vol5d[0.4x,1.2x,0.5x,0.4x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_5_vs_20>0.92 & rs_sector_20d<=-2.8 & weekly_close_loc>0.73 & weekly_range_pct>6.25 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d>13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
TITAGARH [GOLD] nf=106 down_streak=0 vol=1.5x sret=+0.3% rsi=50 distSMA200=-25% distHigh60=-7% atr=3.8% | close10d[741,733,699,698,695,687,744,749,807,809] vol5d[0.9x,1.6x,0.8x,2.7x,1.5x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:atr_5_vs_20>1.2 & dist_high_60<=-4.45 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
WELCORP [GOLD] nf=26 down_streak=0 vol=0.9x sret=+1.7% rsi=50 distSMA200=+5% distHigh60=-13% atr=3.3% | close10d[764,767,758,760,749,727,760,767,773,787] vol5d[0.6x,0.9x,1.0x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
WELSPUNLIV [ENTERPRISE-Dryup] nf=32 down_streak=0 vol=0.4x sret=+1.3% rsi=62 distSMA200=-5% distHigh60=-6% atr=4.7% | close10d[126,125,120,135,138,147,151,144,144,146] vol5d[3.5x,1.8x,0.6x,0.4x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_25pc_30d:atr_20_pct>4.36 & rs_market_20d<=7.24 & weekly_range_pct>7.21 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_25pc_30d:atr_20_pct>4.54 & dist_sma_200<=77.18 & roc_60<=37.87 & weekly_range_pct<=19.91 | hit_25pc_30d:atr_20_pct>4.1 & roc_60>-3.72
WHIRLPOOL [ENTERPRISE-Dryup] nf=47 down_streak=1 vol=0.1x sret=-0.2% rsi=60 distSMA200=-25% distHigh60=-5% atr=4.5% | close10d[1236,1238,1196,1238,1235,1223,1271,1266,1269,1266] vol5d[0.3x,0.5x,0.2x,0.3x,0.1x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35
SBFC [GOLD-baseline] nf=99 down_streak=1 vol=0.7x sret=-0.7% rsi=52 distSMA200=+23% distHigh60=-2% atr=4.6% | close10d[100,99,96,97,99,99,101,100,109,109] vol5d[0.6x,0.7x,0.3x,2.5x,0.7x] | patterns: hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
ZFCVINDIA [ENTERPRISE-Dryup] nf=30 down_streak=0 vol=1.1x sret=+1.8% rsi=57 distSMA200=+1% distHigh60=-1% atr=3.1% | close10d[12167,12136,12064,12425,12632,12541,12966,13137,13243,13480] vol5d[0.6x,0.4x,0.6x,0.7x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71
ZYDUSWELL [GOLD] nf=20 down_streak=0 vol=1.2x sret=+0.0% rsi=49 distSMA200=-6% distHigh60=-2% atr=3.1% | close10d[347,345,339,338,343,345,361,361,360,360] vol5d[0.4x,1.6x,0.4x,1.3x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.35 & roc_20<=3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_15pc_20d:atr_20_pct>2.67 & roc_60>-15.42 & weekly_close_loc>0.71 & weekly_range_pct>7.25 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41
SAREGAMA [GOLD-baseline] nf=27 down_streak=0 vol=2.5x sret=+1.3% rsi=54 distSMA200=+7% distHigh60=-3% atr=3.6% | close10d[533,541,533,535,547,535,543,544,548,555] vol5d[0.4x,0.4x,0.5x,0.5x,2.5x] | patterns: hit_10pc_20d:atr_20_pct>2.55 & slope_sma_50<=1.01 & weekly_close_loc>0.43 & weekly_close_vs_sma20>8.43 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_15pc_20d:atr_20_pct>3.6 & dist_sma_50>-1.76 & rs_market_20d>-9.09 & weekly_close_loc>0.68 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>3.43 & close_loc>0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61
